,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,FullAskText, аЕМЙЕМДНПТ цЕММЮДЁИ дЮМХКНБХВ, аНИЙН юМДПЁИ юМЮРНКЁИНБХВ, бЮЯХКЭЪМНБ дЛХРПН яЕПЦЁИНБХВ, цЮБПХКЧЙ бЮЯХКЭ бЮЯХКЭНБХВ, цЮЛЮКЁИ юМДПЁИ бЪВЕЯКЮБНБХВ, цНПДЁИВСЙ бЮКЕПЁИ цПХЦНПНБХВ, цСПНЛЮ юМЮРНКЁИ яРЕОЮМНБХВ, цСПНЛЮ яРЕОЮМ юМЮРНКЁИНБХВ, дЧДМ╨Б юМДПЁИ лХУЮИКНБХВ, дЧДМ╨Б юПРЕЛ лХУЮИКНБХВ, фХКЭВСЙ нКЕЙЯЮМДП аНПХЯНБХВ, йЮВСПНБЯЭЙХИ юМЮРНКЁИ ╡БЮМНБХВ, йНАХКЭМХЙ бЮЯХКЭ бНКНДХЛХПНБХВ, йНМЧЬЕМЙН юМДПЁИ нКЕЙЯЮМДПНБХВ, йНЯРХМЧЙ бНКНДХЛХП бНКНДХЛХПНБХВ, йНЯРЧЙНБХВ дЛХРПН йЮПКНБХВ, лЮЯРХЙЮЬ юМДПЁИ ╡ЦНПНБХВ, лХЙСКЪЙ ╡БЮМ лХУЮИКНБХВ, мЮЦКЧЙ чКЁЪ бЁЙРНПЁБМЮ, мЕБЕМВЮМ цЕММЮДЁИ бНКНДХЛХПНБХВ, оКХБЮМЧЙ чПЁИ бЮЯХКЭНБХВ, оНКЮРЮИЙН нКЕЙЯЮМДП лХЙНКЮИНБХВ, оНЯЁРЙН лХУЮИКН бНКНДХЛХПНБХВ, пНГАЮЛ лХЙНКЮ мЧЯЕБХВ, яЮБВСЙ мЮРЮКЁЪ тЕДНПЁБМЮ, яЁЛЮЬЙЕБХВ лХУЮИКН ╙БЯРЮТЁИНБХВ, яКНАНДЪМ бЮКЕПЁИ юМЮРНКЁИНБХВ, яРЮПВЕМЙН яБЁРКЮМЮ бНКНДХЛХПЁБМЮ, рЙЮВ нКЕЦ бЮЯХКЭНБХВ, рЙЮВСЙ нКЕЙЯЮМДП юМЮРНКЁИНБХВ, жБЁЦСМ аНПХЯ ъПНЯКЮБНБХВ, вХМВХЙ нКЕЙЯЮМДП яЕПЦЁИНБХВ, вХЯРЪЙНБ юМЮРНКЁИ ╙БЦЕМНБХВ, ьСУЮМНБ лХЙНКЮ лЮЙЮПНБХВ,result
85,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧  111, гю, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб,п╡ьеммъ ме опхимърн
86,"гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧ 112, 113", гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
87,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧ 114, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
88,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧ 115-118, опнрх, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, опнрх, ме цнкнясбюб, опнрх, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, опнрх, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб,п╡ьеммъ ме опхимърн
89,гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧ 119, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю,п╡ьеммъ опхимърн
90,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧ 120, гю, гю, српхлюбяъ, ме цнкнясбюб,б╡дясрм╡и,б╡дясрм╡и,б╡дясрм╡и,б╡дясрм╡и, ме цнкнясбюб, опнрх, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ,б╡дясрм╡и, гю,б╡дясрм╡и, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,б╡дясрм╡и, гю, српхлюбяъ, ме цнкнясбюб,б╡дясрм╡и, ме цнкнясбюб, гю, гю, ме цнкнясбюб,б╡дясрм╡и, српхлюбяъ,б╡дясрм╡и,п╡ьеммъ ме опхимърн
91,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧  121-124, гю, гю, гю, гю, гю,б╡дясрм╡и, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
92,гЕЛЕКЭМЁ ОХРЮММЪ.   оХРЮММЪ ╧ 125, гю, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб,п╡ьеммъ ме опхимърн
93,"гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧  126, 127", гю, гю, гю, гю, ме цнкнясбюб,б╡дясрм╡и, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю,п╡ьеммъ опхимърн
94,гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧  128, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб,п╡ьеммъ ме опхимърн
95,гЕЛЕКЭМЁ ОХРЮММЪ.   гМЪРХ Г ПНГЦКЪДС ОПНЕЙР ╧ 129, гю, гю, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб,б╡дясрм╡и, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб,п╡ьеммъ ме опхимърн
96,гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧  129, опнрх, ме цнкнясбюб, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, опнрх, гю, опнрх, гю, српхлюбяъ, гю, гю, опнрх, гю, гю, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, гю, гю, гю, гю,п╡ьеммъ опхимърн
97,гЕЛЕКЭМЁ ОХРЮММЪ.    оХРЮММЪ ╧  130, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
98,оПН МЮДЮММЪ ГЦНДХ МЮ ОНДЁК ГЕЛЕКЭМН© ДЁКЪМЙХ ГЮ ЮДПЕЯНЧ БСКХЖЪ пСЯКЮМЮ йНМНЬЕМЙЮ., гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
99,пЁГМЕ. √ ПНАНРЮ АЕГ ОЕПЕБХ , гю, гю, ме цнкнясбюб, гю, гю,б╡дясрм╡и, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю,п╡ьеммъ опхимърн
100,пЁГМЕ. √ МЮДЮММЪ ЯКНБЮ, ме цнкнясбюб, гю, српхлюбяъ, гю, гю,б╡дясрм╡и, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, гю, ме цнкнясбюб,п╡ьеммъ опхимърн
101,пЁГМЕ.  √ МЮДЮММЪ ЯКНБЮ, гю, гю, српхлюбяъ, гю, гю,б╡дясрм╡и, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
