id,FullAskText,Бабчинський Олександр Васильович,Бенкендорф Геннадій Данилович,Васильянов Дмитро Сергійович,Гаврилюк Василь Васильович,Гамалій Андрій Вячеславович,Гордійчук Валерій Григорович,Гурома Анатолій Степанович,Гурома Степан Анатолійович,Дюднєв Андрій Михайлович,Дюднєв Артем Михайлович,Качуровський Анатолій Іванович,Кобильник Василь Володимирович,Костинюк Володимир Володимирович,Мазій Олена Миколаївна,Мастикаш Андрій Ігорович,Наглюк Юлія Вікторівна,Невенчан Геннадій Володимирович,Пливанюк Юрій Васильович,Посітко Михайло Володимирович,Розбам Микола Нюсевич,Савчук Наталія Федорівна,Сімашкевич Михайло Євстафійович,Слободян Валерій Анатолійович,Старченко Світлана Володимирівна,Ткач Олег Васильович,Ткачук Олександр Анатолійович,Цвігун Борис Ярославович,Чинчик Олександр Сергійович,Чистяков Анатолій Євгенович,Шуханов Микола Макарович,Яриновський Юрій Леонідович,result
70,"Блок питань: 100-107
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0467 га. за адресою вулиця Першотравнева, 7”а”/18, яка перебуває в оренді Свідерської Е.М.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0101 га. за адресою вулиця Першотравнева, 7”а”/19, яка перебуває в оренді Свідерської Е.М.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0114 га. за адресою вулиця Першотравнева, 7”а”/20, яка перебуває в оренді Свідерської Е.М.
Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Хмельницьке шосе, 18«а» Супоніну Ю.А., Аркуші Д.В.
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Видрівка комунальному підприємству ""Міськтепловоденергія"".
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Героїв Небесної Сотні (стара назва Червоноармійська) (біля будинку № 44) Мазурчук Т.Т.
Про внесення змін до рішення сесії Кам’янець-Подільської міської ради від 10.10.2017 року № 94/42 ""Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка,  22Б Товариству з обмеженою відповідальністю ""ЕЛЕКТРОН-ФУДС"".
Про внесення змін до рішення сесії Кам’янець-Подільської міської ради від 10.10.2017 року № 95/42 ""Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка,  22Б Товариству з обмеженою відповідальністю ""ЕЛЕКТРОН-ІНВЕСТ"".",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
71,Про надання згоди на поділ земельної ділянки з кадастровим номером 6810400000:23:001:0070.,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
72,"Блок питань: 33-37
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Заводська (біля міського полігону твердих побутових відходів) ПП “КАПІТАЛ-РЕСУРС”.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки площею 7,5 га. за адресою вулиця Південна ПП “КАПІТАЛ-РЕСУРС”.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Південна ПП “КАПІТАЛ-РЕСУРС”.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського (в районі ТзОВ “Модуль Україна”) ПП  “КАПІТАЛ-РЕСУРС”.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки площею 12,1 га. за адресою проспект Грушевського (в районі ТзОВ  “Модуль Україна”) ПП “КАПІТАЛ-РЕСУРС”.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
73,Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Руслана Коношенка та передачу її у власність Паршенко Л.В.,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
74,"Про затвердження проекту землеустрою щодо відведення земельної ділянки в межах вулиць: Драй-Хмари, Гагаріна, Огієнка та території Кам’янець-Подільського ліцею з посиленою військовою підготовкою та передачу її в оренду Приватному підприємству “Капітал-Буд сучасне будівництво”.",ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,РІШЕННЯ ПРИЙНЯТО
75,Про затвердження проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Огієнка.,ЗА,ПРОТИ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ПРОТИ,ЗА,ЗА,ЗА,ЗА,ПРОТИ,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ПРОТИ,РІШЕННЯ ПРИЙНЯТО
76,"Блок питань: 41-42
Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Голосківське шосе, 3 Микитюку  В.М.
Про продаж земельної ділянки несільськогосподарського призначення за адресою проспект Грушевського, 23 Волощуку В.Р.",ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
77,"Про продовження терміну дії дозволу на розроблення проектів землеустрою щодо відведення земельних ділянок за адресами вулиця Пушкінська, 31”г”, вулиця Пушкінська,  31”д” Кам’янець-Подільській міській раді.",ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
78,"Про припинення договору оренди землі площею 0,5832 га. за адресою вулиця Привокзальна, 31”б” та визнання його таким, що втратив чинність.",НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
79,"Блок питань: 45-46
Про затвердження протоколу засідання постійно діючої комісії з розгляду і вирішення земельних спорів від 09 листопада 2018 року.
Про затвердження протоколу засідання постійно діючої комісії з розгляду і вирішення земельних спорів від 16 листопада 2018 року.",ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ВІДСУТНІЙ,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,РІШЕННЯ ПРИЙНЯТО
80,"Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 23 Боярському С.С.",ЗА,УТРИМАВСЯ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,ЗА,ЗА,ЗА,ЗА,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ЗА,ЗА,ЗА,ЗА,ЗА,УТРИМАВСЯ,ВІДСУТНІЙ,ЗА,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
81,"Блок питань: 52-61
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Ільчуну В.В.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Фомову А.Л.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Ганголі О.О.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Валявському В.Д.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Арнауту І.І.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Кононову М.В.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Батінському В.Ю.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Волосинчуку О.С.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Ярощуку Т.В.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Окарській А.О.",ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ЗА,ВІДСУТНІЙ,ЗА,ЗА,ЗА,ЗА,ЗА,РІШЕННЯ ПРИЙНЯТО
82,"Блок питань: 62-65
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Бзинку А.В.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Яковлєву В.В.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Тарнавському А.М.
Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Тімірязєва (за будівлею № 82Б) Терлецькому В.А.",УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,ЗА,ЗА,УТРИМАВСЯ,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,ЗА,УТРИМАВСЯ,НЕ ГОЛОСУВАВ,НЕ ГОЛОСУВАВ,УТРИМАВСЯ,ВІДСУТНІЙ,УТРИМАВСЯ,ВІДСУТНІЙ,УТРИМАВСЯ,УТРИМАВСЯ,УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
