id,FullAskText, аЮАВХМЯЭЙХИ нКЕЙЯЮМДП бЮЯХКЭНБХВ, аЕМЙЕМДНПТ цЕММЮДЁИ дЮМХКНБХВ, аНИЙН юМДПЁИ юМЮРНКЁИНБХВ, бЮЯХКЭЪМНБ дЛХРПН яЕПЦЁИНБХВ, цЮБПХКЧЙ бЮЯХКЭ бЮЯХКЭНБХВ, цЮЛЮКЁИ юМДПЁИ бЪВЕЯКЮБНБХВ, цНПДЁИВСЙ бЮКЕПЁИ цПХЦНПНБХВ, цСПНЛЮ юМЮРНКЁИ яРЕОЮМНБХВ, цСПНЛЮ яРЕОЮМ юМЮРНКЁИНБХВ, дЧДМ╨Б юМДПЁИ лХУЮИКНБХВ, дЧДМ╨Б юПРЕЛ лХУЮИКНБХВ, фХКЭВСЙ нКЕЙЯЮМДП аНПХЯНБХВ, йЮВСПНБЯЭЙХИ юМЮРНКЁИ ╡БЮМНБХВ, йНАХКЭМХЙ бЮЯХКЭ бНКНДХЛХПНБХВ, йНМЧЬЕМЙН юМДПЁИ нКЕЙЯЮМДПНБХВ, йНЯРХМЧЙ бНКНДХЛХП бНКНДХЛХПНБХВ, йНЯРЧЙНБХВ дЛХРПН йЮПКНБХВ, лЮГЁИ нКЕМЮ лХЙНКЮ©БМЮ, лЮЯРХЙЮЬ юМДПЁИ ╡ЦНПНБХВ, мЮЦКЧЙ чКЁЪ бЁЙРНПЁБМЮ, мЕБЕМВЮМ цЕММЮДЁИ бНКНДХЛХПНБХВ, оКХБЮМЧЙ чПЁИ бЮЯХКЭНБХВ, оНКЮРЮИЙН нКЕЙЯЮМДП лХЙНКЮИНБХВ, оНЯЁРЙН лХУЮИКН бНКНДХЛХПНБХВ, пНГАЮЛ лХЙНКЮ мЧЯЕБХВ, яЮБВСЙ мЮРЮКЁЪ тЕДНПЁБМЮ, яЁЛЮЬЙЕБХВ лХУЮИКН ╙БЯРЮТЁИНБХВ, яКНАНДЪМ бЮКЕПЁИ юМЮРНКЁИНБХВ, яРЮПВЕМЙН яБЁРКЮМЮ бНКНДХЛХПЁБМЮ, рЙЮВ нКЕЦ бЮЯХКЭНБХВ, рЙЮВСЙ нКЕЙЯЮМДП юМЮРНКЁИНБХВ, жБЁЦСМ аНПХЯ ъПНЯКЮБНБХВ, вХМВХЙ нКЕЙЯЮМДП яЕПЦЁИНБХВ, вХЯРЪЙНБ юМЮРНКЁИ ╙БЦЕМНБХВ, ьСУЮМНБ лХЙНКЮ лЮЙЮПНБХВ, ъПХМНБЯЭЙХИ чПЁИ кЕНМЁДНБХВ,result
82,"гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 111, 112", гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю,п╡ьеммъ опхимърн
83,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 113, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю,п╡ьеммъ опхимърн
84,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧  114, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
85,"гЕЛЕКЭМЁ ОХРЮММЪ.    ╧  115, 117, 118", ме цнкнясбюб, гю, гю, гю, српхлюбяъ, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю,п╡ьеммъ опхимърн
86,"гЕЛЕКЭМЁ ОХРЮММЪ.    ╧  119, 120", ме цнкнясбюб, опнрх, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, опнрх, опнрх, опнрх, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, гю, ме цнкнясбюб, опнрх,п╡ьеммъ ме опхимърн
87,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧  121-124, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
88,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 125, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, опнрх, српхлюбяъ, гю, српхлюбяъ,п╡ьеммъ опхимърн
89,гЕЛЕКЭМЁ ОХРЮММЪ.   оНБЕПМЕММЪ ДН ОПНЕЙРС ╧ 125, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, гю, ме цнкнясбюб, гю,п╡ьеммъ ме опхимърн
90,гЕЛЕКЭМЁ ОХРЮММЪ. оХРЮММЪ ╧ 126-128, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
91,гЕЛЕКЭМЁ ОХРЮММЪ. оХРЮММЪ ╧ 129, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, српхлюбяъ, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю,п╡ьеммъ ме опхимърн
92,гЕЛЕКЭМЁ ОХРЮММЪ.    оНБЕПМЕММЪ ДН ОПНЕЙРС ╧ 129, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ, гю, гю, гю, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, гю, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, гю, ме цнкнясбюб, гю,п╡ьеммъ ме опхимърн
93,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 130, гю, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
94,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 131, гю, гю, ме цнкнясбюб, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю,п╡ьеммъ опхимърн
95,"гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 132, 133", српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
96,гЕЛЕКЭМЁ ОХРЮММЪ.    оНБЕПМЕММЪ ДН ОПНЕЙРС ╧ 124, српхлюбяъ, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, гю, гю, гю, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю,п╡ьеммъ ме опхимърн
97,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 134, ме цнкнясбюб, српхлюбяъ, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, гю, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
98,гЕЛЕКЭМЁ ОХРЮММЪ.    ╧ 135, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
99,гЕЛЕКЭМЁ ОХРЮММЪ.    ╧ 136, гю, опнрх, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, опнрх, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, опнрх, опнрх, гю, гю, гю, гю, гю, опнрх, гю, гю, српхлюбяъ, гю, гю, српхлюбяъ, српхлюбяъ, гю, опнрх, гю, гю, опнрх,п╡ьеммъ опхимърн
100,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧  137-139, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
101,гЕЛЕКЭМЁ ОХРЮММЪ. цНКНЯСБЮММЪ ГЮ ПНАНРС АЕГ ОЕПЕПБХ, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
102,"оПН ПНГПНАКЕММЪ ОПНЕЙРС ГЕЛКЕСЯРПНЧ ЫНДН БЯРЮМНБКЕММЪ ЛЕФ ЛЁЯРЮ йЮЛ▓ЪМЖЪ-оНДЁКЭЯЭЙНЦН.
- оПН БМЕЯЕММЪ ГЛЁМ ДН оПНЦПЮЛХ ПНГПНАКЕММЪ ЛЁЯРНАСДЁБМН© РЮ ГЕЛКЕБОНПЪДМН© ДНЙСЛЕМРЮЖЁ© С ЛЁЯРЁ йЮЛ▓ЪМЖЁ-оНДЁКЭЯЭЙНЛС МЮ 2016-2019 ПНЙХ, ГЮРБЕПДФЕМН© ПЁЬЕММЪЛ 4 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© йЮЛ'ЪМЕЖЭ-оНДЁКЭЯЭЙН© ЛЁЯЭЙН© ПЮДХ VII ЯЙКХЙЮММЪ БЁД 23 ЦПСДМЪ 2015 ПНЙС ╧ 18/4 ⌠оПН ГЮРБЕПДФЕММЪ оПНЦПЮЛХ ПНГПНАКЕММЪ ЛЁЯРНАСДЁБМН© РЮ ГЕЛКЕБОНПЪДМН© ДНЙСЛЕМРЮЖЁ© С ЛЁЯРЁ йЮЛ▓ЪМЖЁ-оНДЁКЭЯЭЙНЛС МЮ 2016-2019 ПНЙХ■.", гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
103,оПН ГЮРБЕПДФЕММЪ ГБЕПМЕММЪ йЮЛ'ЪМЕЖЭ-оНДЁКЭЯЭЙН© ЛЁЯЭЙН© ПЮДХ ДН бЕПУНБМН© пЮДХ сЙПЮ©МХ РЮ оПЕЛ▓╨П-ЛЁМЁЯРПЮ сЙПЮ©МХ ЫНДН ТНПЛСБЮММЪ ЛЁЯЭЙНЦН АЧДФЕРС МЮ 2017═ПЁЙ., гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
104,"оПН ОЕПЕИЛЕМСБЮММЪ БСКХЖЭ ЛЁЯРЮ йЮЛ▓ЪМЖЪ-оНДЁКЭЯЭЙНЦН.
оПНОНГХЖЁЪ йНАХКЭМХЙЮ б.б. √ БХЙКЧВХРХ О. 2", српхлюбяъ, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, ме цнкнясбюб, гю, гю, ме цнкнясбюб,б╡дясрм╡и, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ,б╡дясрм╡и, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, гю,п╡ьеммъ ме опхимърн
105,"оПН ОЕПЕИЛЕМСБЮММЪ БСКХЖЭ ЛЁЯРЮ йЮЛ▓ЪМЖЪ-оНДЁКЭЯЭЙНЦН.
оПНОНГХЖЁЪ йНАХКЭМХЙЮ б.б. √ БХЙКЧВХРХ О. 2.2.
", српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
106,оПН ОЕПЕИЛЕМСБЮММЪ БСКХЖЭ ЛЁЯРЮ йЮЛ▓ЪМЖЪ-оНДЁКЭЯЭЙНЦН., српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю,п╡ьеммъ опхимърн
107,оПН ГЮРБЕПДФЕММЪ ОЕПЕДЮБЮКЭМНЦН ЮЙРЮ йЮЛ▓ЪМЕЖЭ-оНДЁКЭЯЭЙН© ЛЁЯЭЙН© ЯРНЛЮРНКНЦЁВМН© ОНКЁЙКЁМЁЙХ., гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
108,оПН ГЮРБЕПДФЕММЪ оПНЦПЮЛХ ╚мЮДЮММЪ ЦПНЛЮДЪМЮЛ ЛЁЯРЮ АЕГНОКЮРМН© ЯРНЛЮРНКНЦЁВМН© ДНОНЛНЦХ МЮ 2016-2017 ПНЙХ╩., гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю,п╡ьеммъ опхимърн
109,"оПН БМЕЯЕММЪ ГЛЁМ РЮ ДНОНБМЕМЭ ДН ПЁЬЕММЪ 4 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 23.12.2015 ╧ 29/4 ╚оПН ЛЁЯЭЙХИ АЧДФЕР МЮ 2016 ПЁЙ╩ РЮ ДНДЮРЙЁБ ДН МЭНЦН, Г БПЮУСБЮММЪЛ ГЛЁМ РЮ ДНОНБМЕМЭ, БМЕЯЕМХУ ПЁЬЕММЪЛ 5 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 13.01.2016 ╧ 2/5, ПЁЬЕММЪЛ 6 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 26.01.2016 ╧ 112/6, ПЁЬЕММЪЛ 7 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 09.02.2016 ╧ 1/7, ПЁЬЕММЪЛ 8 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 23.02.2016 ╧ 4/8, ПЁЬЕММЪЛ 9 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 29.02.2016 ╧ 1/9, ПЁЬЕММЪЛ 10 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 29.03.2016 ╧ 328/10, ПЁЬЕММЪЛ 12 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 28.04.2016 ╧ 4/12, ПЁЬЕММЪЛ 13 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 31.05.2016 ╧ 19/13, ПЁЬЕММЪЛ 14 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 05.07.2016 ╧ 182/14, ПЁЬЕММЪЛ 15 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 12.07.2016 ╧ 16/15, ПЁЬЕММЪЛ 16 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 09.08.2016 ╧ 167/16, ПЁЬЕММЪЛ 17 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 14.09.2016 ╧ 131/17, ПЁЬЕММЪЛ 18 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 11.10.2016 ╧ 5/18.", гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
110,"оПН БМЕЯЕММЪ ГЛЁМ РЮ ДНОНБМЕМЭ ДН ПЁЬЕММЪ 4 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 23.12.2015 ╧ 29/4 ╚оПН ЛЁЯЭЙХИ АЧДФЕР МЮ 2016 ПЁЙ╩ РЮ ДНДЮРЙЁБ ДН МЭНЦН, Г БПЮУСБЮММЪЛ ГЛЁМ РЮ ДНОНБМЕМЭ, БМЕЯЕМХУ ПЁЬЕММЪЛ 5 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 13.01.2016 ╧ 2/5, ПЁЬЕММЪЛ 6 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 26.01.2016 ╧ 112/6, ПЁЬЕММЪЛ 7 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 09.02.2016 ╧ 1/7, ПЁЬЕММЪЛ 8 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 23.02.2016 ╧ 4/8, ПЁЬЕММЪЛ 9 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 29.02.2016 ╧ 1/9, ПЁЬЕММЪЛ 10 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 29.03.2016 ╧ 328/10, ПЁЬЕММЪЛ 12 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 28.04.2016 ╧ 4/12, ПЁЬЕММЪЛ 13 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 31.05.2016 ╧ 19/13, ПЁЬЕММЪЛ 14 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 05.07.2016 ╧ 182/14, ПЁЬЕММЪЛ 15 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 12.07.2016 ╧ 16/15, ПЁЬЕММЪЛ 16 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 09.08.2016 ╧ 167/16, ПЁЬЕММЪЛ 17 ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 14.09.2016 ╧ 131/17, ПЁЬЕММЪЛ 18 (ОНГЮВЕПЦНБН©) ЯЕЯЁ© ЛЁЯЭЙН© ПЮДХ БЁД 11.10.2016 ╧ 5/18.", гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
111,оЁДРПХЛЙЮ ДЕОСРЮРЯЭЙНЦН ГЮОХРС цЮБПХКЧЙЮ б.б., гю, српхлюбяъ,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, српхлюбяъ,п╡ьеммъ опхимърн
