id,FullAskText, Бабчинський Олександр Васильович, Бенкендорф Геннадій Данилович, Бойко Андрій Анатолійович, Васильянов Дмитро Сергійович, Гаврилюк Василь Васильович, Гамалій Андрій Вячеславович, Гурома Анатолій Степанович, Гурома Степан Анатолійович, Дюднєв Артем Михайлович, Жильчук Олександр Борисович, Качуровський Анатолій Іванович, Кобильник Василь Володимирович, Костинюк Володимир Володимирович, Мазій Олена Миколаївна, Микуляк Іван Михайлович, Невенчан Геннадій Володимирович, Пливанюк Юрій Васильович, Посітко Михайло Володимирович, Розбам Микола Нюсевич, Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович, Слободян Валерій Анатолійович, Ткачук Олександр Анатолійович, Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович, Шуханов Микола Макарович, Яриновський Юрій Леонідович,result
72,"Земельні питання
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Руслана Коношенка, 12 та передачу її у власність Галицькій Л.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Слєпньова, 2 та передачу її у власність Пустинніковій І.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вутіша, 7а/1 та передачу її у власність Бурденюк Т.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вутіша, 7а/2 та передачу її у власність Вашукевич М.Г., Стрільчук А.Г.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
73,"Земельні питання: № 88	Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Зіньковецька набережна, 20 та передачу її у власність Козак Т.М.", ЗА, ПРОТИ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ВІДСУТНІЙ, ПРОТИ, ПРОТИ, ЗА, ЗА, ПРОТИ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
74," Земельні питання
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою провулок Північний, 45 та передачу її у власність Мазяру О.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Веліканова, 23""а"" та передачу її у власність Кремінській С.М.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Сологубу В.В.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Шаповалу В.А.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
75,"Земельні питання: № 93 Про надання дозволу на передачу в суборенду земельної ділянки, яка перебуває в оренді ТзОВ ""Майстер К"" за адресою вулиця Драй-Хмари, 30""а""/1.", ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, УТРИМАВСЯ, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
76,"Земельні питання: № 94 Про надання згоди на поділ земельної ділянки площею 0,8138 га. за адресою вулиця Крип'якевича, 3.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
77,"Земельні питання: № 95 Про надання згоди на поділ земельної ділянки за адресою вулиця Ценського, 1/2.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
78,"Земельні питання
Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Маршала Харченка (навпроти території ВАТ ""Завод Електрон"").
Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Індустріальна, 3.
Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Хмельницьке шосе.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0150 га. за адресою вулиця Князів Коріатовичів, 19, яка перебуває в оренді Бабелюку В.Ю.", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
79,Земельні питання., ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
80,"Земельні питання: № 96 Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Маршала Харченка (навпроти території ВАТ ""Завод Електрон"").", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
81,"Земельні питання: № 97 Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Індустріальна, 3.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
82,Земельні питання: № 98 Про погодження технічної документації із землеустрою щодо поділу та об’єднання земельних ділянок за адресою вулиця Хмельницьке шосе., ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
83,"Земельні питання: № 99 Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0150 га. за адресою вулиця Князів Коріатовичів, 19, яка перебуває в оренді Бабелюку В.Ю.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
84," Земельні питання
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0049 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Зелінської Н.С
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0371 га. за адресою проспект Грушевського, 25а, яка перебуває в оренді Конделевської Є.В.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0028 га. за адресою проспект Грушевського, 23, яка перебуває в оренді Крупельницької Г.Е.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0263 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Крентовської Е.Ф.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0030 га. за адресою проспект Грушевського, 25, яка перебуває в оренді Герца А.В.
Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0049 га. за адресою проспект Грушевського, 25/7, яка перебуває в оренді Герц Р.М.", УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ПРОТИ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ НЕ ПРИЙНЯТО
85,"Земельні питання: повернення до № 99 Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0150 га. за адресою вулиця Князів Коріатовичів, 19, яка перебуває в оренді Бабелюку В.Ю.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
86,"Земельні питання: № 99 Про проведення експертної грошової оцінки земельної ділянки несільськогосподарського призначення площею 0,0150 га. за адресою вулиця Князів Коріатовичів, 19, яка перебуває в оренді Бабелюку В.Ю.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
87,"Земельні питання: № 106 Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Дружби народів, 4а Бабелюк С.В.", ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
88," Земельні питання
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ПП “Професіонал-95” за адресою вулиця Замкова.
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ПП “Плацебо” за адресою вулиця Ценського, 3.
Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та МПП фірма ""ВІТ"" за адресою вулиця Північна, 81.
Про внесення змін до договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ТзОВ ""Панорама Форт"" за адресою вулиця Францисканська, 10.", ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
89,"Земельні питання
Про припинення договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Медянець Т.Г. за адресою вулиця Привокзальна, 5.
Про припинення права користування земельною ділянкою ПП ""Бенефіт"" за адресою вулиця Привокзальна, 6.", УТРИМАВСЯ, ПРОТИ, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, УТРИМАВСЯ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ПРОТИ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ПРОТИ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
90,"Земельні питання Про припинення договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Швецем С.О. за адресою вулиця Дружби народів, 2.", ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
91,"Земельні питання Про припинення договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ТзОВ ""Торгово-виробничий центр"" за адресою вулиця Фабриціуса, 2 (нова назва - вулиця Патріарха Мстислава).", ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ПРОТИ, УТРИМАВСЯ, ЗА, ЗА, ПРОТИ, ЗА, ЗА, УТРИМАВСЯ, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
92,"Земельні питання Про припинення права користування земельною ділянкою ТзОВ ""Поділля-Трансбуд"" за адресою вулиця Праці, 11.", УТРИМАВСЯ, ПРОТИ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ВІДСУТНІЙ, ПРОТИ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ПРОТИ, ПРОТИ, ПРОТИ, УТРИМАВСЯ, УТРИМАВСЯ, ПРОТИ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ВІДСУТНІЙ, ВІДСУТНІЙ, ПРОТИ, ЗА, НЕ ГОЛОСУВАВ, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
93,"Земельні питання Про встановлення розміру орендної плати за земельну ділянку за адресою вулиця Хмельницьке шосе, 34 приватному акціонерному товариству „Хмельниччина-Авто”.", НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, ВІДСУТНІЙ, ВІДСУТНІЙ, УТРИМАВСЯ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ПРОТИ,РІШЕННЯ НЕ ПРИЙНЯТО
94," Земельні питання
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 13/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою на південь від будинку № 6 по вул. Пушкінський узвіз Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 32/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиці Князів Коріатовичів та каньйону р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 33/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-східна сторона перехрестя вулиць Шевченка та Князів Коріатовичів Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 34/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Південно-західна частина перехрестя вулиць Князів Коріатовичів та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 14/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки на розі вулиць Пушкінської та Шевченка Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 34/35 “Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою квартал обмежений вулицями Пушкінською, Шевченка, Князів Коріатовичів та каньйоном р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 37/32 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Панівецька (біля будинку № 13а) Кушніру В.Є.”.", ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
95,"Земельні питання
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 13/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою на південь від будинку № 6 по вул. Пушкінський узвіз Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 32/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиці Князів Коріатовичів та каньйону р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 33/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-східна сторона перехрестя вулиць Шевченка та Князів Коріатовичів Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 34/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Південно-західна частина перехрестя вулиць Князів Коріатовичів та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 14/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки на розі вулиць Пушкінської та Шевченка Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 34/35 “Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою квартал обмежений вулицями Пушкінською, Шевченка, Князів Коріатовичів та каньйоном р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 37/32 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Панівецька (біля будинку № 13а) Кушніру В.Є.”.", ЗА, УТРИМАВСЯ, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
96,"Земельні питання
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 13/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою на південь від будинку № 6 по вул. Пушкінський узвіз Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 32/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиці Князів Коріатовичів та каньйону р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 33/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-східна сторона перехрестя вулиць Шевченка та Князів Коріатовичів Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 29.03.2016 № 34/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Південно-західна частина перехрестя вулиць Князів Коріатовичів та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 27.04.2016 № 14/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки на розі вулиць Пушкінської та Шевченка Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 30.05.2017 № 34/35 “Про надання дозволу на розроблення технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою квартал обмежений вулицями Пушкінською, Шевченка, Князів Коріатовичів та каньйоном р. Смотрич Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”.
Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 26.04.2017 № 37/32 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Панівецька (біля будинку № 13а) Кушніру В.Є.”.", ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ПРОТИ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ВІДСУТНІЙ, ЗА, ЗА, ЗА, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
